web-scraper-order,web-scraper-start-url,name,original_price,sale_price,reviews,rating
"1668714353-914","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=2","Samsung Galaxy A23 A236 64GB Black","€279.00","€227.00","No reviews yet","null"
"1668714353-915","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=2","Samsung Galaxy S21 FE 5G 128GB G990 Purple","€549.00","€494.00","565 verified reviews","Great 8.8"
"1668714353-916","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=2","Samsung Galaxy S20 FE 5G 128GB G781 Blue","€449.00","€395.00","1,270 verified reviews","Excellent 9.1"
"1668714353-917","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=2","Google Pixel 7 128GB Yellow","€649.00","€643.00","217 verified reviews","Excellent 9.1"
"1668714353-918","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=2","Google Pixel 7 Pro 128GB Green","€899.00","€891.00","207 verified reviews","Excellent 9.2"
"1668714353-919","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=2","Sony Xperia 10 IV Black","€479.00","€376.00","109 verified reviews","Very good 8.5"
"1668714353-920","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=2","Samsung Galaxy A13 64GB A135 Blue","€169.00","€157.00","444 verified reviews","Great 8.9"
"1668714353-921","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=2","Apple iPhone 11 128GB White","€599.00","€574.00","3,252 verified reviews","Excellent 9.1"
"1668714353-922","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=2","Motorola Moto G72 Black","€299.00","€237.00","No reviews yet","null"
"1668714353-923","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=2","Sony Xperia 5 IV Black","€999.00","€842.00","23 verified reviews","Excellent 9.1"
"1668714353-924","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=2","Samsung Galaxy S22 256GB S901 Black","€829.00","€815.00","453 verified reviews","Great 8.6"
"1668714353-925","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=2","Apple iPhone 11 128GB Purple","€599.00","€574.00","3,252 verified reviews","Excellent 9.1"
"1668714353-926","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=2","Samsung Galaxy Z Flip 4 128GB F721 Black","€1,079.00","€1,009.00","50 verified reviews","Great 8.9"
"1668714353-927","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=2","Google Pixel 7 Pro 128GB White","€899.00","€891.00","207 verified reviews","Excellent 9.2"
"1668714353-928","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=2","Samsung Galaxy S21 FE 5G 128GB G990 Green","€549.00","€494.00","565 verified reviews","Great 8.8"
"1668714359-929","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=1","Google Pixel 6A 128GB Black","€409.00","€296.00","153 verified reviews","Great 8.9"
"1668714359-930","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=1","Google Pixel 6a 128GB Green","€409.00","€296.00","153 verified reviews","Great 8.9"
"1668714359-931","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=1","Samsung Galaxy A53 5G 128GB A536 Black","€369.00","€336.00","724 verified reviews","Excellent 9.1"
"1668714359-932","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=1","Samsung Galaxy A13 128GB A135 Black","€189.00","€173.00","444 verified reviews","Great 8.9"
"1668714359-933","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=1","Google Pixel 6A 128GB White","€409.00","€296.00","153 verified reviews","Great 8.9"
"1668714359-934","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=1","Samsung Galaxy S21 FE 5G 128GB G990 Black","€549.00","€494.00","565 verified reviews","Great 8.8"
"1668714359-935","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=1","Google Pixel 7 128GB Black","€649.00","€643.00","217 verified reviews","Excellent 9.1"
"1668714359-936","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=1","Apple iPhone 11 64GB Black","€519.00","€494.00","3,252 verified reviews","Excellent 9.1"
"1668714359-937","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=1","Samsung Galaxy S22 128GB S901 Black","€765.00","€761.00","453 verified reviews","Great 8.6"
"1668714359-938","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=1","Google Pixel 7 Pro 128GB Black","€899.00","€891.00","207 verified reviews","Excellent 9.2"
"1668714359-939","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=1","Apple iPhone 11 128GB Black","€599.00","€574.00","3,252 verified reviews","Excellent 9.1"
"1668714359-940","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=1","Samsung Galaxy A53 5G 128GB A536 Blue","€369.00","€336.00","724 verified reviews","Excellent 9.1"
"1668714359-941","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=1","Samsung Galaxy A13 64GB A135 Black","€169.00","€157.00","444 verified reviews","Great 8.9"
"1668714359-942","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=1","Google Pixel 7 128GB White","€649.00","€643.00","217 verified reviews","Excellent 9.1"
"1668714359-943","https://www.belsimpel.nl/telefoon?lang=en&np=1&shipping_country=GB&offer%5B0%5D=Black+Friday&pagina=1","Samsung Galaxy A13 128GB A135 Blue","€189.00","€176.00","444 verified reviews","Great 8.9"
